id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,Losser,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
416,2014,Abu Dhabi,4/29/2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,Rajasthan Royals,Kolkata Knight Riders,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,
417,2014,Dubai,4/30/2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,15,0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,
418,2014,Ranchi,05-02-2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kolkata Knight Riders,34,0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,
419,2014,Mumbai,05-03-2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,Kings XI Punjab,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,
420,2014,Delhi,05-03-2014,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Delhi Daredevils,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,
421,2014,Bengaluru,05-04-2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,
422,2014,Ahmedabad,05-05-2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,10,0,PV Tambe,Sardar Patel Stadium,NJ Llong,CK Nandan,
423,2014,Delhi,05-05-2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Delhi Daredevils,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
424,2014,Mumbai,05-06-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,
425,2014,Delhi,05-07-2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,
426,2014,Cuttack,05-07-2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,
427,2014,Ahmedabad,05-08-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,32,0,B Kumar,Sardar Patel Stadium,AK Chaudhary,NJ Llong,
428,2014,Bengaluru,05-09-2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,
429,2014,Delhi,05-10-2014,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,Delhi Daredevils,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
430,2014,Mumbai,05-10-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,
431,2014,Cuttack,05-11-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,
432,2014,Bengaluru,05-11-2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,
433,2014,Hyderabad,05-12-2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,7,AT Rayudu,Rajiv Gandhi International Stadium,HDPK Dharmasena,VA Kulkarni,
434,2014,Ranchi,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
435,2014,Bengaluru,5/13/2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,
436,2014,Hyderabad,5/14/2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Sunrisers Hyderabad,0,6,WP Saha,Rajiv Gandhi International Stadium,VA Kulkarni,PG Pathak,
437,2014,Cuttack,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Mumbai Indians,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,
438,2014,Ahmedabad,5/15/2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,Delhi Daredevils,62,0,AM Rahane,Sardar Patel Stadium,S Ravi,RJ Tucker,
439,2014,Ranchi,5/18/2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,Chennai Super Kings,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
440,2014,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,7,UT Yadav,Rajiv Gandhi International Stadium,NJ Llong,CK Nandan,
441,2014,Ahmedabad,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,Rajasthan Royals,25,0,MEK Hussey,Sardar Patel Stadium,S Ravi,RJ Tucker,
442,2014,Delhi,5/19/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Daredevils,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,
443,2014,Hyderabad,5/20/2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,0,7,DA Warner,Rajiv Gandhi International Stadium,AK Chaudhary,NJ Llong,
444,2014,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,
445,2014,Chandigarh,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,7,LMP Simmons,Punjab Cricket Association Stadium,HDPK Dharmasena,VA Kulkarni,
446,2014,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,
447,2014,Ranchi,5/22/2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Chennai Super Kings,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
448,2014,Mumbai,5/23/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,Delhi Daredevils,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,
449,2014,Chandigarh,5/23/2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,16,0,SE Marsh,Punjab Cricket Association Stadium,HDPK Dharmasena,PG Pathak,
450,2014,Bengaluru,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,
451,2014,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,
452,2014,Chandigarh,5/25/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Daredevils,0,7,M Vohra,Punjab Cricket Association Stadium,HDPK Dharmasena,VA Kulkarni,
453,2014,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Rajasthan Royals,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,
454,2014,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,
455,2014,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,
456,2014,Mumbai,5/30/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,
457,2014,Bengaluru,06-01-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
458,2015,Kolkata,04-08-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Mumbai Indians,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,
459,2015,Chennai,04-09-2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,Delhi Daredevils,1,0,A Nehra,MA Chidambaram Stadium,RK Illingworth,VA Kulkarni,
460,2015,Pune,04-10-2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,Kings XI Punjab,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,
461,2015,Chennai,04-11-2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Sunrisers Hyderabad,45,0,BB McCullum,MA Chidambaram Stadium,RK Illingworth,VA Kulkarni,
462,2015,Kolkata,04-11-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,
463,2015,Delhi,04-12-2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Delhi Daredevils,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,
464,2015,Mumbai,04-12-2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,Mumbai Indians,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,
465,2015,Bengaluru,4/13/2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,
466,2015,Ahmedabad,4/14/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,7,SPD Smith,Sardar Patel Stadium,AK Chaudhary,SD Fry,
467,2015,Pune,4/15/2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,Kings XI Punjab,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,
468,2015,Visakhapatnam,4/16/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,6,AM Rahane,ACA VDCA Stadium,PG Pathak,S Ravi,
469,2015,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,Mumbai Indians,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,
470,2015,Visakhapatnam,4/18/2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Delhi Daredevils,Sunrisers Hyderabad,4,0,JP Duminy,ACA VDCA Stadium,PG Pathak,S Ravi,
471,2015,Pune,4/18/2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,
472,2015,Ahmedabad,4/19/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,Chennai Super Kings,0,8,AM Rahane,Sardar Patel Stadium,AK Chaudhary,M Erasmus,
473,2015,Bengaluru,4/19/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
474,2015,Delhi,4/20/2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,
475,2015,Ahmedabad,4/21/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,Rajasthan Royals,0,0,SE Marsh,Sardar Patel Stadium,M Erasmus,S Ravi,
476,2015,Visakhapatnam,4/22/2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,Kolkata Knight Riders,16,0,DA Warner,ACA VDCA Stadium,RK Illingworth,VA Kulkarni,
477,2015,Bengaluru,4/22/2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,
478,2015,Delhi,4/23/2015,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,Mumbai Indians,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,
479,2015,Ahmedabad,4/24/2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,0,9,MA Starc,Sardar Patel Stadium,M Erasmus,S Ravi,
480,2015,Mumbai,4/25/2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
481,2015,Chennai,4/25/2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kings XI Punjab,97,0,BB McCullum,MA Chidambaram Stadium,JD Cloete,C Shamshuddin,
482,2015,Delhi,4/26/2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
483,2015,Chandigarh,4/27/2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,20,0,TA Boult,Punjab Cricket Association Stadium,HDPK Dharmasena,CB Gaffaney,
484,2015,Chennai,4/28/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,2,0,DJ Bravo,MA Chidambaram Stadium,RM Deshpande,VA Kulkarni,
485,2015,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,
486,2015,Delhi,05-01-2015,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Kings XI Punjab,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
487,2015,Mumbai,05-01-2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
488,2015,Bengaluru,05-02-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
489,2015,Hyderabad,05-02-2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,Chennai Super Kings,22,0,DA Warner,Rajiv Gandhi International Stadium,AK Chaudhary,K Srinivasan,
490,2015,Chandigarh,05-03-2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,Kings XI Punjab,23,0,LMP Simmons,Punjab Cricket Association Stadium,RK Illingworth,VA Kulkarni,
491,2015,Mumbai,05-03-2015,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,Delhi Daredevils,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,
492,2015,Chennai,05-04-2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,24,0,SK Raina,MA Chidambaram Stadium,C Shamshuddin,K Srinath,
493,2015,Kolkata,05-04-2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,
494,2015,Mumbai,05-05-2015,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,Delhi Daredevils,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
495,2015,Bengaluru,05-06-2015,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
496,2015,Kolkata,05-07-2015,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Delhi Daredevils,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,
497,2015,Mumbai,05-07-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
498,2015,Chennai,05-08-2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,Chennai Super Kings,0,6,HH Pandya,MA Chidambaram Stadium,CB Gaffaney,CK Nandan,
499,2015,Kolkata,05-09-2015,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
500,2015,Raipur,05-09-2015,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Delhi Daredevils,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
501,2015,Mumbai,05-10-2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Mumbai Indians,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
502,2015,Chennai,05-10-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Rajasthan Royals,12,0,RA Jadeja,MA Chidambaram Stadium,M Erasmus,CK Nandan,
503,2015,Hyderabad,05-11-2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Kings XI Punjab,5,0,DA Warner,Rajiv Gandhi International Stadium,AK Chaudhary,HDPK Dharmasena,
504,2015,Raipur,05-12-2015,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,Chennai Super Kings,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
505,2015,Chandigarh,5/13/2015,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,22,0,AR Patel,Punjab Cricket Association Stadium,JD Cloete,C Shamshuddin,
506,2015,Mumbai,5/14/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
507,2015,Hyderabad,5/15/2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,Sunrisers Hyderabad,0,6,V Kohli,Rajiv Gandhi International Stadium,AK Chaudhary,HDPK Dharmasena,
508,2015,Chandigarh,5/16/2015,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,Kings XI Punjab,0,7,P Negi,Punjab Cricket Association Stadium,CK Nandan,C Shamshuddin,
509,2015,Mumbai,5/16/2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kolkata Knight Riders,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
510,2015,Hyderabad,5/17/2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,9,MJ McClenaghan,Rajiv Gandhi International Stadium,CB Gaffaney,K Srinath,
511,2015,Mumbai,5/19/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,Chennai Super Kings,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
512,2015,Pune,5/20/2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Rajasthan Royals,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
513,2015,Ranchi,5/22/2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
514,2015,Kolkata,5/24/2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
515,2016,Mumbai,04-09-2016,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Rising Pune Supergiant,Mumbai Indians,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
516,2016,Kolkata,04-10-2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
517,2016,Chandigarh,04-11-2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kings XI Punjab,0,5,AJ Finch,Punjab Cricket Association Stadium,AK Chaudhary,VA Kulkarni,
518,2016,Bengaluru,04-12-2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
519,2016,Kolkata,4/13/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
520,2016,Rajkot,4/14/2016,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,bat,normal,0,Gujarat Lions,Rising Pune Supergiant,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
521,2016,Delhi,4/15/2016,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Kings XI Punjab,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
522,2016,Hyderabad,4/16/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,8,G Gambhir,Rajiv Gandhi International Stadium,AK Chaudhary,CK Nandan,
523,2016,Mumbai,4/16/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Mumbai Indians,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
524,2016,Chandigarh,4/17/2016,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,bat,normal,0,Kings XI Punjab,Rising Pune Supergiant,0,6,M Vohra,Punjab Cricket Association Stadium,S Ravi,C Shamshuddin,
525,2016,Bengaluru,4/17/2016,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Royal Challengers Bangalore,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
526,2016,Hyderabad,4/18/2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,7,DA Warner,Rajiv Gandhi International Stadium,HDPK Dharmasena,VK Sharma,
527,2016,Chandigarh,4/19/2016,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,6,RV Uthappa,Punjab Cricket Association Stadium,S Ravi,C Shamshuddin,
528,2016,Mumbai,4/20/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
529,2016,Rajkot,4/21/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
