id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,Losser,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
643,2018,Kolkata,4/14/2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,0,5,B Stanlake,Eden Gardens,A Nanda Kishore,Anil Chaudhary,Chris Gaffaney
644,2018,Bengaluru,4/15/2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,19,0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi,A.D Deshmukh
645,2018,Mohali,4/15/2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,4,0,CH Gayle,Punjab Cricket Association Stadium,Vineet Kulkarni,O Nandan,Nigel Llong
646,2018,Kolkata,4/16/2018,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,Delhi Daredevils,71,0,N Rana,Eden Gardens,Anil Chaudhary,A Nanda Kishore,Chris Gaffaney
647,2018,Mumbai,4/17/2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,46,0,RG Sharma,Wankhede Stadium,Rod Tucker,Nitin Menon,K Ananthapadmanabhan
648,2018,Jaipur,4/18/2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,7,N Rana,Sawai Mansingh Stadium,S Ravi,A.D Deshmukh,C Shamshuddin
649,2018,Mohali,4/19/2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,Sunrisers Hyderabad,15,0,CH Gayle,Punjab Cricket Association Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
650,2018,Pune,4/20/2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,64,0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,K Ananthapadmanabhan,Rod Tucker
651,2018,Kolkata,4/21/2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Kings XI Punjab,Kolkata Knight Riders,0,9,KL Rahul,Eden Gardens,C Shamshuddin,A.D Deshmukh,S Ravi
652,2018,Bengaluru,4/21/2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,0,6,AB de Villiers,M Chinnaswamy Stadium,Chris Gaffaney,O Nandan,A Nanda Kishore
653,2018,Hyderabad,4/22/2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,4,0,AT Rayudu,Rajiv Gandhi International Stadium,Anil Chaudhary,Vineet Kulkarni,Nigel Llong
654,2018,Jaipur,4/22/2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,3,J Archer,Sawai Mansingh Stadium,Rod Tucker,K Ananthapadmanabhan,Nitin Menon
655,2018,Delhi,4/23/2018,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,Delhi Daredevils,4,0,AS Rajpoot,Feroz Shah Kotla,O Nandan,A Nanda Kishore,Chris Gaffaney
656,2018,Mumbai,4/24/2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,A.D Deshmukh
657,2018,Bengaluru,4/25/2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,5,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma,Anil Chaudhary
658,2018,Hyderabad,4/26/2018,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,13,0,AS Rajpoot,Rajiv Gandhi International Stadium,O Nandan,Yeshwant Barde,Rod Tucker
659,2018,Delhi,4/27/2018,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,Kolkata Knight Riders,55,0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,A Nanda Kishore
660,2018,Pune,4/28/2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Chris Gaffaney,Nitin Menon,Anil Dandekar
661,2018,Jaipur,4/29/2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Rajasthan Royals,11,0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nanda Kishore,S Ravi
662,2018,Bengaluru,4/29/2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Virender Kumar Sharma
663,2018,Pune,4/30/2018,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,Delhi Daredevils,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar,O Nandan
664,2018,Bengaluru,05-01-2018,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde
665,2018,Delhi,05-02-2018,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Daredevils,Rajasthan Royals,4,0,RR Pant,Feroz Shah Kotla,O Nandan,Virender Kumar Sharma,Bruce Oxenford
666,2018,Kolkata,05-03-2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary
667,2018,Indore,05-04-2018,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar,C Shamshuddin
668,2018,Pune,05-05-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus
669,2018,Hyderabad,05-05-2018,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,Delhi Daredevils,0,7,Rashid Khan,Rajiv Gandhi International Stadium,Bruce Oxenford,O Nandan,Virender Kumar Sharma
670,2018,Mumbai,05-06-2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary
671,2018,Indore,05-06-2018,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Rajasthan Royals,0,6,M Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,Anil Dandekar
672,2018,Hyderabad,05-07-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,5,0,KS Williamson,Rajiv Gandhi International Stadium,Bruce Oxenford,Virender Kumar Sharma,O Nandan
673,2018,Jaipur,05-08-2018,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kings XI Punjab,15,0,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde
674,2018,Kolkata,05-09-2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,102,0,Ishan Kishan,Eden Gardens,Anil Chaudhary,K Ananthapadmanabhan,Kumar Dharmasena
675,2018,Delhi,05-10-2018,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,Delhi Daredevils,0,9,S Dhawan,Feroz Shah Kotla,C Shamshuddin,Anil Dandekar,S Ravi
676,2018,Jaipur,05-11-2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,Chennai Super Kings,0,4,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Yeshwant Barde,Nitin Menon
677,2018,Indore,05-12-2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,31,0,SP Narine,Holkar Cricket Stadium,O Nandan,Virender Kumar Sharma,Bruce Oxenford
678,2018,Delhi,05-12-2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,0,5,AB de Villiers,Feroz Shah Kotla,Kumar Dharmasena,Anil Chaudhary,K Ananthapadmanabhan
679,2018,Mumbai,5/13/2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,C Shamshuddin
680,2018,Pune,5/13/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,Marais Erasmus,Yeshwant Barde,Anil Dandekar
681,2018,Indore,5/14/2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,10,UT Yadav,Holkar Cricket Stadium,Bruce Oxenford,Virender Kumar Sharma,O Nandan
682,2018,Kolkata,5/15/2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,6,Kuldeep Yadav,Eden Gardens,Kumar Dharmasena,Anil Chaudhary,Vineet Kulkarni
683,2018,Mumbai,5/16/2018,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,Kings XI Punjab,3,0,JJ Bumrah,Wankhede Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde
684,2018,Bengaluru,5/17/2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,14,0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Anil Dandekar,C Shamshuddin
685,2018,Delhi,5/18/2018,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Daredevils,Chennai Super Kings,34,0,HV Patel,Feroz Shah Kotla,Kumar Dharmasena,Vineet Kulkarni,O Nandan
686,2018,Jaipur,5/19/2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,30,0,S Gopal,Sawai Mansingh Stadium,Bruce Oxenford,Virender Kumar Sharma,C Shamshuddin
687,2018,Hyderabad,5/19/2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,5,CA Lynn,Rajiv Gandhi International Stadium,Anil Chaudhary,S Ravi,Anil Dandekar
688,2018,Delhi,5/20/2018,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Delhi Daredevils,Mumbai Indians,11,0,A Mishra,Feroz Shah Kotla,Kumar Dharmasena,O Nandan,Vineet Kulkarni
689,2018,Pune,5/20/2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kings XI Punjab,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus
690,2018,Mumbai,5/22/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,2,F du Plessis,Wankhede Stadium,Marais Erasmus,C Shamshuddin,S Ravi
691,2018,Kolkata,5/23/2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,25,0,AD Russell,Eden Gardens,Nitin Menon,Anil Chaudhary,Kumar Dharmasena
692,2018,Kolkata,5/25/2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,14,0,Rashid Khan,Eden Gardens,Nitin Menon,Kumar Dharmasena,Anil Chaudhary
693,2018,Mumbai,5/27/2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,8,SR Watson,Wankhede Stadium,Marais Erasmus,S Ravi,Nitin Menon
694,2019,Chennai,3/23/2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,7,Harbhajan Singh,MA Chidambaram Stadium,Bruce Oxenford,Anil Dandekar,Nitin Menon
695,2019,Kolkata,3/24/2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,6,AD Russell,Eden Gardens,Chris Gaffaney,Anil Chaudhary,Vineet Kulkarni
696,2019,Mumbai,3/24/2019,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,Mumbai Indians,37,0,RR Pant,Wankhede Stadium,S Ravi,Yeshwant Barde,O Nandan
697,2019,Jaipur,3/25/2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Anantapadmanabhan,Bruce Oxenford
698,2019,Delhi,3/26/2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,Delhi Capitals,0,6,SR Watson,Feroz Shah Kotla,Marais Erasmus,Nitin Menon,Anil Dandekar
699,2019,Kolkata,3/27/2019,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,28,0,AD Russell,Eden Gardens,Anil Chaudhary,Vineet Kulkarni,Chris Gaffaney
700,2019,Bengaluru,3/28/2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,6,0,JJ Bumrah,M Chinnaswamy Stadium,S Ravi,O Nandan,Yeshwant Barde
701,2019,Hyderabad,3/29/2019,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,Rajasthan Royals,0,5,Rashid Khan,Rajiv Gandhi International Stadium,Bruce Oxenford,C Shamshuddin,KN Anantapadmanabhan
702,2019,Mohali,3/30/2019,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Mumbai Indians,0,8,MA Agarwal,Punjab Cricket Association Stadium,Vineet Kulkarni,Chris Gaffaney,Anil Chaudhary
703,2019,Delhi,3/30/2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,tie,0,Delhi Capitals,Kolkata Knight Riders,0,0,P Shaw,Feroz Shah Kotla,Anil Dandekar,Nitin Menon,Marais Erasmus
704,2019,Hyderabad,3/31/2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,118,0,J Bairstow,Rajiv Gandhi International Stadium,S Ravi,KN Anantapadmanabhan,C Shamshuddin
705,2019,Chennai,3/31/2019,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,8,0,MS Dhoni,MA Chidambaram Stadium,O Nandan,Yeshwant Barde,Bruce Oxenford
706,2019,Mohali,04-01-2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,14,0,S Curran,Punjab Cricket Association Stadium,Anil Chaudhary,Chris Gaffaney,Vineet Kulkarni
707,2019,Jaipur,04-02-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,7,S Gopal,Sawai Mansingh Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
708,2019,Mumbai,04-03-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,37,0,HH Pandya,Wankhede Stadium,Bruce Oxenford,Rod Tucker,Yeshwant Barde
709,2019,Delhi,04-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,5,J Bairstow,Feroz Shah Kotla,C Shamshuddin,KN Anantapadmanabhan,S Ravi
710,2019,Bengaluru,04-05-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,AD Russell,M Chinnaswamy Stadium,Anil Chaudhary,Chris Gaffaney,O Nandan
711,2019,Chennai,04-06-2019,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kings XI Punjab,22,0,Harbhajan Singh,MA Chidambaram Stadium,KN Ananthapadmanabhan,Rod Tucker,C Shamshuddin
712,2019,Hyderabad,04-06-2019,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,Sunrisers Hyderabad,40,0,A Joseph,Rajiv Gandhi International Stadium,Anil Dandekar,Nitin Menon,Marais Erasmus
713,2019,Bengaluru,04-07-2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Royal Challengers Bangalore,0,4,K Rabada,M Chinnaswamy Stadium,S Ravi,Yeshwant Barde,O Nandan
714,2019,Jaipur,04-07-2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,8,H Gurney,Sawai Mansingh Stadium,Chris Gaffaney,Anil Chaudhary,Bruce Oxenford
715,2019,Mohali,04-08-2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Sunrisers Hyderabad,0,6,KL Rahul,Punjab Cricket Association Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
716,2019,Chennai,04-09-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,7,DL Chahar,MA Chidambaram Stadium,Rod Tucker,C Shamshuddin,Ulhas Gandhe
717,2019,Mumbai,04-10-2019,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,3,KA Pollard,Wankhede Stadium,Yeshwant Barde,S Ravi,O Nandan
718,2019,Jaipur,04-11-2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Rajasthan Royals,0,4,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney
719,2019,Kolkata,04-12-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kolkata Knight Riders,0,7,S Dhawan,Eden Gardens,Yeshwant Barde,O Nandan,Rod Tucker
720,2019,Mumbai,4/13/2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,4,JC Buttler,Wankhede Stadium,Nitin Menon,Nanda Kishore,Marais Erasmus
721,2019,Mohali,4/13/2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,8,AB de Villiers,Punjab Cricket Association Stadium,S Ravi,Ulhas Gandhe,Nigel Llong
722,2019,Kolkata,4/14/2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,Imran Tahir,Eden Gardens,Rod Tucker,O Nandan,Yeshwant Barde
723,2019,Hyderabad,4/14/2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,Sunrisers Hyderabad,39,0,K Paul,Rajiv Gandhi International Stadium,Anil Chaudhary,Bruce Oxenford,Chris Gaffaney
724,2019,Mumbai,4/15/2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,5,SL Malinga,Wankhede Stadium,Marais Erasmus,Nitin Menon,Nanda Kishore
725,2019,Mohali,4/16/2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,12,0,R Ashwin,Punjab Cricket Association Stadium,Anil Chaudhary,Vineet Kulkarni,S Ravi
726,2019,Hyderabad,4/17/2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,Chennai Super Kings,0,6,DA Warner,Rajiv Gandhi International Stadium,Ian Gould,Ulhas Gandhe,C Shamshuddin
727,2019,Delhi,4/18/2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,Delhi Capitals,40,0,HH Pandya,Feroz Shah Kotla,Nigel Llong,Bruce Oxenford,Anil Chaudhary
728,2019,Kolkata,4/19/2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,10,0,V Kohli,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
729,2019,Jaipur,4/20/2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Mumbai Indians,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,Yeshwant Barde,O Nandan
730,2019,Delhi,4/20/2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kings XI Punjab,0,5,SS Iyer,Feroz Shah Kotla,Ulhas Gandhe,C Shamshuddin,Bruce Oxenford
731,2019,Hyderabad,4/21/2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,0,9,K Ahmed,Rajiv Gandhi International Stadium,Nitin Menon,Nigel Llong,Ian Gould
732,2019,Bengaluru,4/21/2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,Chennai Super Kings,1,0,PA Patel,M Chinnaswamy Stadium,Vineet Kulkarni,Rod Tucker,Anil Chaudhary
733,2019,Jaipur,4/22/2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Rajasthan Royals,0,6,RR Pant,Sawai Mansingh Stadium,S Ravi,Nanda Kishore,Yeshwant Barde
734,2019,Chennai,4/23/2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,6,SR Watson,MA Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
735,2019,Bengaluru,4/24/2019,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,17,0,AB de Villiers,M Chinnaswamy Stadium,Bruce Oxenford,C Shamshuddin,Rod Tucker
736,2019,Kolkata,4/25/2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,0,3,VR Aaron,Eden Gardens,Ian Gould,Anil Dandekar,Nitin Menon
737,2019,Chennai,4/26/2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,46,0,RG Sharma,MA Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
738,2019,Jaipur,4/27/2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,7,JD Unadkat,Sawai Mansingh Stadium,Yeshwant Barde,Nand Kishore,Sundaram Ravi
739,2019,Delhi,4/28/2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,Royal Challengers Bangalore,16,0,S Dhawan,Feroz Shah Kotla,Bruce Oxenford,KN Ananthapadmanabhan,C Shamshuddin
740,2019,Kolkata,4/28/2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,Mumbai Indians,34,0,AD Russell,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar
741,2019,Hyderabad,4/29/2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,45,0,DA Warner,Rajiv Gandhi International Stadium,S Ravi,O Nandan,Nanda Kishore
742,2019,Chennai,05-01-2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,Delhi Capitals,80,0,MS Dhoni,MA Chidambaram Stadium,Anil Dandekar,Nitin Menon,Ian Gould
743,2019,Mumbai,05-02-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,Mumbai Indians,Sunrisers Hyderabad,0,0,JJ Bumrah,Wankhede Stadium,S Ravi,O Nandan,Nanda Kishore
744,2019,Mohali,05-03-2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,7,S Gill,Punjab Cricket Association Stadium,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan
745,2019,Delhi,05-04-2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,Rajasthan Royals,0,5,A Mishra,Feroz Shah Kotla,Ian Gould,Anil Dandekar,Nitin Menon
746,2019,Bengaluru,05-04-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,0,4,S Hetmyer,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Ulhas Gandhe
747,2019,Mohali,05-05-2019,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Chennai Super Kings,0,6,KL Rahul,Punjab Cricket Association Stadium,KN Ananthapadmanabhan,C Shamshuddin,Bruce Oxenford
748,2019,Mumbai,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,9,HH Pandya,Wankhede Stadium,Nanda Kishore,O Nandan,S Ravi
749,2019,Chennai,05-07-2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,Chennai Super Kings,0,6,AS Yadav,MA Chidambaram Stadium,Nigel Llong,Nitin Menon,Ian Gould
